City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,San Policarpo,PH,12.1791,125.5072,78.48,89,100,15.84,overcast clouds
350,Erzin,TR,36.9559,36.2,50.72,75,1,2.35,clear sky
351,Gasa,PS,31.5,34.4667,55.18,70,0,7.81,clear sky
352,Ocampo,MX,21.65,-101.5,61.77,24,0,14.32,clear sky
353,Zlatograd,BG,41.3833,25.1,39.13,89,3,3.6,clear sky
354,Walvis Bay,NA,-22.9575,14.5053,72.09,80,17,4.56,light rain
355,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,83,100,10.04,overcast clouds
356,Dunedin,NZ,-45.8742,170.5036,54.99,95,100,3.38,overcast clouds
357,Namatanai,PG,-3.6667,152.4333,78.37,81,100,3.49,overcast clouds
358,Odienne,CI,9.51,-7.5692,84.09,11,12,3.62,few clouds
359,Kushiro,JP,42.975,144.3747,16.38,92,98,4.7,overcast clouds
360,Kiruna,SE,67.8557,20.2251,11.32,79,0,9.22,clear sky
361,Solnechnyy,RU,50.7214,136.6319,7.88,95,100,4.63,overcast clouds
362,Turbat,PK,26.0023,63.044,66.81,56,0,3.38,clear sky
363,Liverpool,GB,53.4106,-2.9779,43.63,74,40,12.66,scattered clouds
364,Takapau,NZ,-40.0333,176.35,64.18,99,100,3.58,light rain
365,Anadyr,RU,64.75,177.4833,-34.1,67,0,8.95,clear sky
366,Camocim,BR,-2.9022,-40.8411,84.2,64,35,13.96,scattered clouds
367,Tongren,CN,27.7172,109.1853,41.25,93,100,3.13,overcast clouds
368,Sharan,RU,54.8167,54.0,20.17,96,99,7.45,light snow
369,Jambi,ID,-1.6,103.6167,73.02,98,100,2.77,overcast clouds
370,Talnakh,RU,69.4865,88.3972,-11.16,89,100,10.07,overcast clouds
371,Roma,US,43.2128,-75.4557,46.94,48,75,5.75,broken clouds
372,Destin,US,30.3935,-86.4958,69.44,64,75,10.36,broken clouds
373,Teya,RU,60.3778,92.6267,-19.14,100,19,2.06,few clouds
374,Bay City,US,43.5945,-83.8889,39.2,89,100,18.41,mist
375,Asau,RO,46.4333,26.4,40.12,89,19,5.75,few clouds
376,Hong Gai,VN,20.956,107.0946,64.31,96,100,8.05,overcast clouds
377,Yar-Sale,RU,66.8333,70.8333,0.43,80,100,17.94,overcast clouds
378,Labuan,MY,5.2767,115.2417,79.16,94,20,1.14,few clouds
379,Qui Nhon,VN,13.7667,109.2333,72.82,87,100,6.08,overcast clouds
380,Lucea,JM,18.451,-78.1736,82.26,74,21,13.33,few clouds
381,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,68,0,4.61,clear sky
382,Chuy,UY,-33.6971,-53.4616,81.9,61,88,14.83,overcast clouds
383,Swellendam,ZA,-34.0226,20.4417,66.58,71,0,8.23,clear sky
384,Owando,CG,-0.4819,15.8999,82.65,48,86,2.24,overcast clouds
385,Killeen,US,31.1171,-97.7278,73.45,33,0,14.97,clear sky
386,Oranjemund,NA,-28.55,16.4333,66.87,75,100,11.9,overcast clouds
387,Nacala,MZ,-14.5428,40.6728,74.73,94,100,4.63,light rain
388,Komsomolskiy,UZ,40.4272,71.7189,42.22,65,100,0.0,overcast clouds
389,Mokhsogollokh,RU,61.4681,128.9203,-33.2,100,41,3.02,scattered clouds
390,Meulaboh,ID,4.1363,96.1285,74.52,89,100,8.23,overcast clouds
391,Larap,PH,14.299,122.6504,75.65,90,85,12.08,overcast clouds
392,Tual,ID,-5.6667,132.75,80.62,75,71,2.19,broken clouds
393,Kautokeino,NO,69.0125,23.0412,-5.35,100,33,4.43,scattered clouds
394,Dalvik,IS,65.9702,-18.5286,24.73,91,100,3.76,overcast clouds
395,Bandarbeyla,SO,9.4942,50.8122,75.04,64,34,17.98,scattered clouds
396,Atambua,ID,-9.1061,124.8925,73.67,90,100,2.64,overcast clouds
397,Biak,ID,-0.9131,122.8766,75.92,82,100,3.22,overcast clouds
398,Minjur,IN,13.2667,80.2667,80.01,69,10,9.1,clear sky
399,Xingcheng,CN,40.6167,120.7167,22.57,66,100,9.4,overcast clouds
400,Kuvshinovo,RU,57.0295,34.1725,25.72,95,73,8.55,broken clouds
401,Lata,PT,40.1629,-8.3327,56.8,86,100,1.97,overcast clouds
402,Santa Fe,AR,-31.6333,-60.7,75.16,69,75,29.93,light rain
403,Ust-Nera,RU,64.5667,143.2,-35.25,99,65,2.48,broken clouds
404,Medea,DZ,36.2642,2.7539,43.25,86,51,4.52,broken clouds
405,Yaqui,MX,27.3667,-110.1667,73.96,21,0,3.04,clear sky
406,Beringovskiy,RU,63.05,179.3167,-28.07,96,54,9.69,broken clouds
407,Tornio,FI,65.8481,24.1466,15.82,91,64,6.26,broken clouds
408,Portland,US,45.5234,-122.6762,56.34,78,40,7.0,scattered clouds
409,Broome,US,42.2506,-75.833,51.17,45,0,15.01,clear sky
410,Asha,RU,54.9973,57.2722,17.31,97,100,3.29,light snow
411,Camacha,PT,33.0833,-16.3333,62.02,77,40,11.5,scattered clouds
412,Sungaipenuh,ID,-2.0833,101.3833,64.22,93,100,2.06,moderate rain
413,Murashi,RU,59.3999,48.9615,21.83,97,100,5.79,snow
414,Cabo San Lucas,MX,22.8909,-109.9124,77.5,53,0,9.22,clear sky
415,Zhezkazgan,KZ,47.8043,67.7144,26.19,97,100,17.67,light snow
416,Cutlerville,US,42.8409,-85.6636,39.18,91,100,5.01,overcast clouds
417,Tongzi,CN,28.7829,105.0877,47.52,73,100,2.13,overcast clouds
418,Sao Filipe,CV,14.8961,-24.4956,79.57,53,12,15.64,few clouds
419,Visaginas,LT,55.6,26.4167,29.44,91,99,5.41,overcast clouds
420,Laela,TZ,-8.5667,32.05,59.85,94,100,3.24,overcast clouds
421,Illapel,CL,-31.6308,-71.1653,79.41,48,17,10.29,few clouds
422,Manavalakurichi,IN,8.1333,77.3,84.29,75,100,6.6,overcast clouds
423,Krasnoye-Na-Volge,RU,57.5125,41.2419,31.5,96,22,7.63,light snow
424,Ranong,TH,9.9658,98.6348,75.92,87,100,3.65,overcast clouds
425,Mayo,US,38.8876,-76.5119,66.13,39,0,12.66,clear sky
426,Trelew,AR,-43.249,-65.3051,72.19,21,2,14.85,clear sky
427,Provost,CA,52.3501,-110.2683,22.42,78,100,18.01,overcast clouds
428,Luoyang,CN,34.6836,112.4536,37.63,73,33,2.42,scattered clouds
429,Hole Narsipur,IN,12.7828,76.2431,65.52,52,0,7.47,clear sky
430,Alyangula,AU,-13.8483,136.4192,76.87,100,36,4.61,scattered clouds
431,Tokat,TR,40.4167,36.5833,15.22,84,11,6.29,few clouds
432,Mangai,CD,-4.05,19.5333,74.95,81,97,2.1,overcast clouds
433,Xunchang,CN,28.4543,104.715,46.17,73,100,1.66,overcast clouds
434,Piastow,PL,52.1843,20.8395,37.02,95,75,13.8,light rain
435,Bom Jesus Da Lapa,BR,-13.255,-43.4181,87.6,49,100,4.0,overcast clouds
436,Abu Samrah,SY,35.3029,37.1841,48.38,63,0,4.52,clear sky
437,Paso De Los Toros,UY,-32.8167,-56.5167,95.9,22,21,8.39,few clouds
438,Santa Isabel,BR,-23.3156,-46.2214,78.51,83,80,7.56,broken clouds
439,Normandin,CA,48.8333,-72.5321,8.91,72,100,2.3,overcast clouds
440,Port Moresby,PG,-9.4431,147.1797,71.02,94,20,3.44,few clouds
441,Korem,ET,12.5058,39.5228,55.06,59,0,5.23,clear sky
442,Pisco,PE,-13.7,-76.2167,78.85,57,0,16.11,clear sky
443,Zlatoust,RU,55.1711,59.6508,2.68,99,88,1.7,overcast clouds
444,Alugan,PH,12.2188,125.4808,77.95,90,100,15.64,overcast clouds
445,Saint-Georges,GD,12.0564,-61.7485,78.48,83,40,17.27,scattered clouds
446,Itaituba,BR,-4.2761,-55.9836,89.76,66,20,5.75,few clouds
447,Taltal,CL,-25.4,-70.4833,71.08,66,17,6.38,few clouds
448,Tabou,CI,4.423,-7.3528,80.15,80,36,8.77,scattered clouds
449,Cariati,IT,39.4922,16.9594,62.49,73,100,3.74,overcast clouds
450,Tautira,PF,-17.7333,-149.15,84.22,75,55,16.93,broken clouds
451,Noyabrsk,RU,63.1994,75.4507,-7.94,88,72,11.99,broken clouds
452,Iwanai,JP,42.9744,140.5089,18.82,91,100,4.65,overcast clouds
453,Finnsnes,NO,69.2296,17.9811,25.41,84,100,6.58,light snow
454,Gizo,SB,-8.103,156.8419,80.49,78,93,7.18,moderate rain
455,Usolye,RU,59.4268,56.6808,11.21,94,100,9.33,light snow
456,Kysyl-Syr,RU,63.8986,122.7617,-26.72,100,89,2.39,overcast clouds
457,Chaoyang,CN,41.5703,120.4586,18.0,75,100,2.75,overcast clouds
458,Bessemer,US,33.4018,-86.9544,69.58,37,0,10.36,clear sky
459,Port Arthur,CN,38.8,121.2667,30.42,53,100,8.46,overcast clouds
460,Otane,NZ,-39.8833,176.6333,65.01,98,100,3.69,overcast clouds
461,Khandyga,RU,62.6667,135.6,-43.02,100,75,1.1,broken clouds
462,Cascais,PT,38.6979,-9.4215,63.75,67,0,15.01,clear sky
463,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,26,0,17.27,clear sky
464,Coro,VE,11.4045,-69.6734,83.89,60,26,19.08,scattered clouds
465,Saint Anthony,US,45.0205,-93.218,23.41,69,100,24.16,overcast clouds
466,Whitehorse,CA,60.7161,-135.0538,22.01,85,100,17.27,light snow
467,Nouadhibou,MR,20.931,-17.0347,82.38,30,83,10.36,broken clouds
468,Akhmeta,GE,42.0311,45.2075,37.92,89,86,2.15,overcast clouds
469,Manzhouli,CN,49.6,117.4333,-12.3,99,92,5.75,overcast clouds
470,Lerwick,GB,60.1545,-1.1494,41.0,77,100,19.01,overcast clouds
471,Ventspils,LV,57.3894,21.5606,33.73,75,40,12.66,scattered clouds
472,Chulym,RU,55.0997,80.9572,-19.64,100,99,4.74,overcast clouds
473,Ewa Beach,US,21.3156,-158.0072,77.02,79,0,4.61,clear sky
474,Bonthe,SL,7.5264,-12.505,80.22,80,8,11.18,clear sky
475,Phenix City,US,32.471,-85.0008,70.25,35,0,6.91,clear sky
476,Bridlington,GB,54.0831,-0.1919,41.18,80,83,15.32,broken clouds
477,Celestun,MX,20.8667,-90.4,79.0,64,20,9.46,few clouds
478,Ormara,PK,25.2088,64.6357,70.86,57,0,8.46,clear sky
479,Kez,RU,57.8979,53.7152,16.36,97,100,4.38,overcast clouds
480,Bengbu,CN,32.9408,117.3608,40.19,89,99,6.58,overcast clouds
481,Sembakung,ID,3.8167,117.25,72.21,99,86,0.81,overcast clouds
482,Nokha,IN,27.6,73.4167,63.52,26,0,3.65,clear sky
483,Pangody,RU,65.85,74.4859,-4.23,80,0,15.7,clear sky
484,Pathein,MM,16.7833,94.7333,69.84,74,0,9.01,clear sky
485,Kannur,IN,11.8675,75.3576,74.12,67,2,3.65,clear sky
486,Kansanshi,ZM,-12.0951,26.4273,61.79,96,100,3.06,light rain
487,Ulaanbaatar,MN,47.9077,106.8832,-25.47,68,0,2.24,clear sky
488,Khartoum,SD,15.5518,32.5324,75.02,14,0,1.99,clear sky
489,Tadine,NC,-21.55,167.8833,80.4,83,100,14.99,overcast clouds
490,Bang Saphan,TH,11.2126,99.5117,76.05,86,100,2.73,overcast clouds
491,Vizianagaram,IN,18.1167,83.4167,76.51,87,52,2.42,broken clouds
492,Koslan,RU,63.4564,48.8989,18.75,95,100,7.56,light snow
493,Ketchikan,US,55.3422,-131.6461,35.58,86,75,4.61,broken clouds
494,Bontoc,PH,17.0899,120.978,63.23,94,100,3.42,overcast clouds
495,Hobyo,SO,5.3505,48.5268,76.8,67,9,19.64,clear sky
496,Horsham,GB,51.064,-0.3272,44.02,66,0,3.44,clear sky
497,Baturyn,UA,51.3457,32.8779,31.41,94,100,4.76,overcast clouds
498,Aripuana,BR,-9.1667,-60.6333,80.13,87,100,2.91,overcast clouds
499,Vanimo,PG,-2.6741,141.3028,76.46,89,100,4.85,overcast clouds
500,Saint-Joseph,RE,-21.3667,55.6167,75.58,74,15,4.52,few clouds
501,Candelaria,PH,13.9311,121.4233,76.39,92,79,6.42,broken clouds
502,Ballina,AU,-28.8667,153.5667,67.96,90,75,9.22,broken clouds
503,Yumen,CN,40.2833,97.2,23.83,45,100,6.31,overcast clouds
504,Valverde Del Camino,ES,37.5751,-6.7543,59.04,55,12,4.18,few clouds
505,Namibe,AO,-15.1961,12.1522,76.05,83,84,4.27,broken clouds
506,Belyy Yar,RU,53.6039,91.3903,-25.15,57,20,2.24,mist
507,Dinghai,CN,26.2847,119.7936,52.72,87,92,9.91,overcast clouds
508,Beian,NO,63.6559,9.5683,37.0,93,75,26.46,light snow
509,Paarl,ZA,-33.7338,18.9752,70.18,67,0,6.08,clear sky
510,Eenhana,NA,-17.4667,16.3333,72.7,76,85,2.91,light rain
511,Watrous,CA,51.6668,-105.4679,-6.02,77,91,4.61,overcast clouds
512,Norman Wells,CA,65.282,-126.8329,-18.36,69,20,3.44,few clouds
513,Pontes E Lacerda,BR,-15.2261,-59.3353,84.06,75,74,5.06,light rain
514,San Francisco,US,37.7749,-122.4194,73.92,57,8,7.0,clear sky
515,Bay Roberts,CA,47.5999,-53.2648,44.15,87,80,10.0,broken clouds
516,Kayes,ML,14.0,-11.0,85.35,7,1,9.13,clear sky
517,Labuhan,ID,-6.8844,112.2051,74.97,91,100,3.13,overcast clouds
518,Camabatela,AO,-8.1881,15.375,64.76,89,99,2.64,overcast clouds
519,Veracruz,MX,19.3333,-96.6667,71.87,58,76,6.53,broken clouds
520,Slonim,BY,53.0867,25.3219,34.79,86,100,5.35,light snow
521,Dimbokro,CI,6.6451,-4.7048,86.92,27,5,1.61,clear sky
522,Marrakesh,MA,31.6315,-8.0083,64.47,42,91,8.05,overcast clouds
523,Segezha,RU,63.7415,34.3222,17.46,90,89,10.45,overcast clouds
524,Atasu,KZ,48.6814,71.6433,16.11,85,100,12.68,overcast clouds
525,Helong,CN,42.5397,128.9972,14.14,74,18,5.23,few clouds
526,Maldonado,UY,-34.6667,-54.9167,81.79,68,94,11.18,overcast clouds
527,Fortuna,US,40.5982,-124.1573,64.92,65,0,4.61,clear sky
528,Kutum,SD,14.2,24.6667,59.67,15,0,9.64,clear sky
529,Padang,ID,-0.9492,100.3543,77.14,79,100,3.42,overcast clouds
530,Kajaani,FI,64.2273,27.7285,17.65,79,40,9.22,scattered clouds
531,Progreso,MX,21.2833,-89.6667,85.1,64,18,12.28,few clouds
532,Gat,IL,31.61,34.7642,54.09,100,12,5.7,few clouds
533,Phan Thiet,VN,10.9333,108.1,75.97,72,99,7.92,overcast clouds
534,Puerto Narino,CO,-3.7703,-70.3831,91.35,50,48,3.11,light rain
535,Beira,MZ,-19.8436,34.8389,80.69,69,20,11.5,few clouds
536,Tanhacu,BR,-14.0214,-41.2481,90.41,37,61,10.4,broken clouds
537,Adeje,ES,28.1227,-16.726,72.48,41,20,5.75,few clouds
538,Conceicao Do Araguaia,BR,-8.2578,-49.2647,84.83,68,78,0.67,moderate rain
539,Bayir,TR,37.2687,28.2167,41.83,64,0,3.42,clear sky
540,Kabompo,ZM,-13.5927,24.2008,65.26,94,100,1.77,light rain
541,Pangnirtung,CA,66.1451,-65.7125,5.0,51,100,8.05,overcast clouds
542,Mizdah,LY,31.4451,12.9801,54.23,46,100,7.14,overcast clouds
543,Mogadishu,SO,2.0371,45.3438,76.96,77,2,21.14,clear sky
544,Kalabo,ZM,-14.97,22.6814,68.92,88,100,2.75,moderate rain
545,Puerto Madryn,AR,-42.7692,-65.0385,72.61,20,0,2.57,clear sky
546,Anqing,CN,30.5092,117.0506,40.62,94,100,5.93,overcast clouds
547,Batemans Bay,AU,-35.7167,150.1833,59.99,90,38,6.42,scattered clouds
548,Ugoofaaru,MV,5.6667,73.0,81.43,73,91,5.39,overcast clouds
549,Rawlins,US,41.7911,-107.2387,30.63,76,100,9.22,overcast clouds
550,Torbay,CA,47.6666,-52.7314,43.39,79,75,20.71,broken clouds
551,Makubetsu,JP,45.3714,141.8211,20.34,86,100,1.45,overcast clouds
552,Wilmington,US,34.2257,-77.9447,69.98,44,0,8.05,clear sky
553,The Valley,AI,18.217,-63.0578,82.26,65,20,16.11,few clouds
554,Iquique,CL,-20.2208,-70.1431,73.53,63,49,8.55,scattered clouds
555,Goma,CD,-1.6792,29.2228,64.29,81,100,3.11,overcast clouds
556,Severomorsk,RU,69.0689,33.4162,21.6,96,100,9.22,light snow
557,Ust-Maya,RU,60.4167,134.5333,-35.32,100,85,0.65,overcast clouds
558,Kapoeta,SS,4.7717,33.5903,89.56,23,93,7.25,overcast clouds
559,Kismayo,SO,-0.3582,42.5454,77.4,82,1,17.29,clear sky
560,Mount Gambier,AU,-37.8333,140.7667,49.91,87,40,6.91,scattered clouds
561,Sanguem,IN,15.2333,74.1667,78.28,50,1,4.36,clear sky
562,Moron,AR,-34.6534,-58.6198,76.75,80,75,14.97,light rain
563,Nancha,CN,47.1333,129.2667,11.28,97,100,0.94,light snow
564,Bull Savanna,JM,17.8868,-77.5902,78.71,71,55,13.58,broken clouds
565,Luderitz,NA,-26.6481,15.1594,79.27,59,100,14.58,overcast clouds
566,Senanga,ZM,-16.1167,23.2667,66.92,95,100,5.99,light rain
567,Plettenberg Bay,ZA,-34.0527,23.3716,65.66,80,0,1.92,clear sky
568,Tambacounda,SN,13.7539,-13.7586,95.05,9,0,14.97,clear sky
569,El Oro,MX,26.8667,-105.85,57.85,17,0,2.59,clear sky
570,Olinda,BR,-8.0089,-34.8553,85.73,66,40,12.66,scattered clouds
571,Ipatovo,RU,45.7181,42.9036,37.65,89,25,9.75,scattered clouds
572,Kerman,IR,30.2832,57.0788,44.46,15,0,0.0,clear sky
573,Hualmay,PE,-11.0964,-77.6139,75.6,69,29,12.44,scattered clouds
574,Gimli,CA,50.6336,-96.9907,-10.57,53,8,17.27,clear sky
575,Harper,LR,4.375,-7.7169,80.69,77,48,9.26,scattered clouds
576,Nara,JP,34.6851,135.8049,38.97,62,64,1.19,broken clouds
577,Avera,US,33.194,-82.5271,70.92,36,91,10.54,overcast clouds
578,Sumenep,ID,-7.0167,113.8667,75.42,95,100,5.7,moderate rain
579,Tiarei,PF,-17.5333,-149.3333,84.22,77,25,17.58,scattered clouds
580,Kieta,PG,-6.2167,155.6333,77.97,86,100,2.3,light rain
581,Corinto,GR,37.9407,22.9573,54.68,79,0,1.01,clear sky
582,Natitingou,BJ,10.3042,1.3796,91.45,10,5,5.75,clear sky
583,Pandamatenga,BW,-18.5278,25.627,65.71,92,100,3.29,overcast clouds
584,Yining,CN,29.0361,114.5636,42.21,95,100,1.43,overcast clouds
585,Ulladulla,AU,-35.35,150.4667,64.09,88,91,11.27,overcast clouds
586,Maragogi,BR,-9.0122,-35.2225,84.67,64,100,16.11,overcast clouds
587,Karangasem,ID,-8.45,115.6167,77.88,84,100,6.62,light rain
588,Eureka,US,40.8021,-124.1637,63.57,75,0,1.01,clear sky
589,Bento Goncalves,BR,-29.1714,-51.5192,85.19,55,58,1.99,moderate rain
590,Kuytun,RU,54.3419,101.5036,-29.88,100,63,0.69,broken clouds
591,Suzano,BR,-23.5425,-46.3108,77.5,71,89,8.97,overcast clouds
592,Carutapera,BR,-1.195,-46.02,83.77,68,97,7.52,overcast clouds
593,Hillsborough,US,37.5741,-122.3794,74.86,55,0,1.01,clear sky
594,Dharchula,IN,29.85,80.5333,41.76,30,0,10.4,clear sky
595,Akhmim,EG,26.5622,31.745,55.65,39,0,7.63,clear sky
596,Acapulco,MX,16.8634,-99.8901,84.02,54,75,6.91,broken clouds
597,Belmonte,BR,-15.8631,-38.8828,84.7,65,1,8.95,clear sky
598,Mazamari,PE,-11.3258,-74.5308,91.06,42,77,3.6,broken clouds
599,Chadan,RU,51.2833,91.5833,-26.28,97,98,2.26,overcast clouds
600,Te Anau,NZ,-45.4167,167.7167,55.31,88,97,1.81,overcast clouds
601,Lubango,AO,-14.9172,13.4925,69.66,46,40,9.22,scattered clouds
602,Kamaishi,JP,39.2667,141.8833,31.24,84,69,3.62,broken clouds
603,Manta,EC,-0.95,-80.7333,82.18,74,40,6.91,scattered clouds
604,Bacolod,PH,10.6667,122.95,76.96,89,85,11.65,overcast clouds
605,Ojinaga,MX,29.5667,-104.4167,68.58,20,0,0.0,clear sky
606,Boone,US,39.0334,-92.3335,50.4,78,96,15.99,overcast clouds
607,Borgentreich,DE,51.5692,9.2411,37.54,88,88,4.12,overcast clouds
608,Bani,DO,18.2833,-70.3333,87.24,48,0,14.25,clear sky
609,Aras,ES,42.5617,-2.356,45.05,77,79,3.76,broken clouds
610,Le Port,RE,-20.9373,55.2919,77.0,76,14,2.08,few clouds
611,Mbini,GQ,1.574,9.6134,84.04,82,95,7.2,overcast clouds
612,Krasnoselkup,RU,65.7,82.4667,-17.82,97,11,6.96,few clouds
613,Ploemeur,FR,47.7333,-3.4333,45.82,82,0,2.3,clear sky
614,Tessalit,ML,20.1986,1.0114,71.67,12,1,8.03,clear sky
615,Saint-Nazaire,FR,47.2833,-2.2,44.87,77,0,5.75,clear sky
616,Haicheng,CN,40.8516,122.7475,23.85,57,100,7.36,overcast clouds
617,Salina Cruz,MX,16.1667,-95.2,87.15,46,0,13.13,clear sky
618,Iquitos,PE,-3.7481,-73.2472,89.64,62,75,3.44,broken clouds
619,Urut,AM,41.0714,44.3964,20.16,74,5,1.39,clear sky
620,Chastyye,RU,57.2888,54.9728,16.38,97,100,3.65,snow
621,Konstantinovka,RU,49.6167,127.9833,4.32,96,100,9.15,light snow
622,Flinders,AU,-34.5833,150.8552,70.21,87,100,5.99,light rain
623,Acari,PE,-15.4311,-74.6158,81.66,55,17,12.19,few clouds
624,Yumbel,CL,-37.0833,-72.5667,86.25,10,0,9.06,clear sky
625,Lazaro Cardenas,MX,17.9583,-102.2,84.31,33,5,8.32,clear sky
626,Tromso,NO,69.6496,18.957,25.45,81,100,1.01,overcast clouds
627,Tazovskiy,RU,67.4667,78.7,-3.87,80,93,14.5,overcast clouds
628,Kalmunai,LK,7.4167,81.8167,77.68,87,100,4.61,overcast clouds
629,Nizwa,OM,22.9333,57.5333,65.26,43,0,7.45,clear sky
630,Derzhavinsk,KZ,51.1,66.3167,24.8,96,100,19.13,snow
631,Nehe,CN,48.4833,124.8333,-4.16,99,89,5.97,overcast clouds
632,San Pedro,PH,14.35,121.0167,78.03,76,20,5.75,few clouds
633,Alice Springs,AU,-23.7,133.8833,63.95,77,0,0.0,clear sky
634,Waharoa,NZ,-37.7667,175.7667,75.33,98,100,4.27,overcast clouds
635,Henties Bay,NA,-22.116,14.2845,71.85,82,54,2.59,broken clouds
636,Sosva,RU,59.1766,61.8558,9.12,94,100,9.71,light snow
637,Dhidhdhoo,MV,6.8833,73.1,81.73,71,100,5.64,overcast clouds
638,Kloulklubed,PW,7.0419,134.2556,82.0,76,15,15.97,few clouds
639,Tucuman,AR,-26.8241,-65.2226,75.2,69,100,12.66,overcast clouds
640,Alekseyevsk,RU,57.8406,108.3492,-26.77,100,63,1.36,broken clouds
641,Cairns,AU,-16.9167,145.7667,73.35,93,9,2.3,clear sky
642,Lethem,GY,3.3803,-59.7968,99.37,25,39,10.76,scattered clouds
643,Basco,PH,20.4487,121.9702,75.72,79,100,19.28,overcast clouds
644,Suna,RU,57.8338,50.0588,23.29,96,100,6.13,snow
645,Santa Cruz,BO,-17.8,-63.1667,90.86,55,75,14.97,broken clouds
646,Krutikha,RU,53.9599,81.2093,-18.11,100,91,1.12,overcast clouds
647,Koson,UZ,39.0375,65.585,53.92,52,100,10.13,overcast clouds
648,Penzance,GB,50.1186,-5.5371,47.08,66,100,19.35,overcast clouds
649,Samarai,PG,-10.6167,150.6667,80.64,64,61,13.56,broken clouds
650,Aklavik,CA,68.2191,-135.0107,-22.97,75,20,2.3,few clouds
651,Parabel,RU,58.6978,81.4825,-14.64,100,61,4.72,broken clouds
652,Merrill,US,45.1805,-89.6835,31.77,71,100,16.11,overcast clouds
653,Mahibadhoo,MV,3.7833,72.9667,81.68,69,89,4.72,overcast clouds
654,Rosamorada,MX,22.1222,-105.2058,85.39,19,0,5.97,clear sky
655,Djougou,BJ,9.7085,1.666,91.51,9,6,5.3,clear sky
656,Houma,US,29.5958,-90.7195,71.01,39,0,4.61,clear sky
657,Fare,PF,-16.7,-151.0167,81.34,73,33,14.94,scattered clouds
658,Jati,PK,24.3539,68.2671,67.78,45,1,6.4,clear sky
659,Kununurra,AU,-15.7667,128.7333,78.78,94,15,0.0,few clouds
660,Lebanon,US,36.2081,-86.2911,69.13,31,0,20.71,clear sky
661,Vardo,NO,70.3705,31.1107,30.18,86,40,19.57,scattered clouds
662,Polewali,ID,-3.4324,119.3435,75.6,90,100,3.44,overcast clouds
663,Bolobo,CD,-2.1667,16.2333,77.52,70,96,2.26,overcast clouds
664,Carbonia,IT,39.1672,8.5222,50.95,78,49,5.3,scattered clouds
665,Saravan,AM,39.7196,45.6483,23.65,90,66,5.82,broken clouds
666,Bouillante,GP,16.1304,-61.7692,81.37,63,36,14.47,scattered clouds
667,Nemuro,JP,43.3236,145.575,23.0,75,82,8.21,broken clouds
668,Zhangye,CN,38.9342,100.4517,23.31,66,16,8.19,few clouds
669,Port Lincoln,AU,-34.7333,135.8667,64.04,76,0,14.56,clear sky
670,Aswan,EG,24.0934,32.907,58.73,30,0,10.09,clear sky
671,Santo Andre,BR,-23.6639,-46.5383,75.13,76,100,14.97,overcast clouds
672,Namtsy,RU,62.7161,129.6658,-34.49,100,36,3.18,scattered clouds
673,Half Moon Bay,US,37.4636,-122.4286,75.45,55,0,4.18,clear sky
674,Antalaha,MG,-14.9003,50.2788,75.88,87,13,8.01,few clouds
675,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,77,6.91,broken clouds
676,Chokwe,MZ,-24.5333,32.9833,75.34,73,0,10.47,clear sky
677,Deputatskiy,RU,69.3,139.9,-17.36,96,94,5.59,overcast clouds
678,Yangjiang,CN,21.85,111.9667,62.94,94,60,4.43,broken clouds
679,Chernyshevskiy,RU,63.0128,112.4714,-9.8,100,100,2.19,overcast clouds
680,Amudat,UG,1.95,34.95,77.32,33,35,8.16,scattered clouds
681,Mulege,MX,26.8833,-111.9833,74.95,20,0,5.64,clear sky
682,Rafraf,TN,37.1904,10.1837,52.12,74,100,8.48,overcast clouds
683,Aguimes,ES,27.9054,-15.4461,70.43,49,0,8.05,clear sky
684,Tokur,RU,53.1333,132.9,-14.26,100,100,3.18,overcast clouds
685,Fredericksburg,US,38.3032,-77.4605,68.65,27,0,17.27,clear sky
686,Zigong,CN,29.3416,104.7769,48.18,69,100,2.24,overcast clouds
687,Jidong,CN,45.2167,131.0833,9.95,93,98,5.91,overcast clouds
688,Raudeberg,NO,61.9875,5.1352,38.07,94,100,8.99,overcast clouds
689,Constitucion,CL,-35.3333,-72.4167,70.34,43,0,16.15,clear sky
690,Churapcha,RU,62.0025,132.4325,-38.52,100,86,3.24,overcast clouds
691,Lillooet,CA,50.6856,-121.942,50.23,58,100,0.76,overcast clouds
692,Villingen-Schwenningen,DE,48.0667,8.45,34.02,89,8,1.99,clear sky
693,Ligayan,PH,4.6533,119.4706,80.73,76,100,2.37,overcast clouds
694,Abalak,RU,58.1286,68.5944,-2.87,92,78,12.01,broken clouds
695,Imbituba,BR,-28.24,-48.6703,84.81,65,0,14.38,clear sky
696,Hayrabolu,TR,41.2131,27.1069,36.86,81,0,5.21,clear sky
697,Aitape,PG,-3.1374,142.3475,77.88,88,100,5.88,moderate rain
698,Horasan,TR,40.0458,42.1728,2.77,86,30,1.21,scattered clouds
699,Rorvik,NO,64.8621,11.2373,33.91,75,40,24.16,scattered clouds
